fecha_entrada,fecha_salida,direccion,retorno_pct,retorno_R,stop_pct,resultado
2026-02-23 01:46:00,2026-02-23 01:48:00,CORTO,1.485,3.025,0.491,GANADOR
2026-02-24 01:16:00,2026-02-24 01:18:00,CORTO,0.079,0.156,0.504,GANADOR
2026-02-24 03:02:00,2026-02-24 03:51:00,CORTO,0.444,0.891,0.498,GANADOR
2026-02-24 04:08:00,2026-02-24 04:21:00,CORTO,1.001,2.03,0.493,GANADOR
2026-02-25 17:12:00,2026-02-25 17:18:00,LARGO,-0.599,-1.2,0.499,PERDEDOR
2026-02-25 17:46:00,2026-02-25 18:02:00,LARGO,-0.278,-0.556,0.5,PERDEDOR
2026-02-25 19:26:00,2026-02-25 20:12:00,LARGO,0.043,0.085,0.502,GANADOR
2026-03-02 16:46:00,2026-03-02 16:50:00,LARGO,-0.546,-1.101,0.496,PERDEDOR
2026-03-04 08:46:00,2026-03-04 09:02:00,LARGO,0.896,1.768,0.506,GANADOR
2026-03-04 09:16:00,2026-03-04 09:19:00,LARGO,1.385,2.724,0.509,GANADOR
2026-03-04 09:32:00,2026-03-04 09:53:00,LARGO,1.934,3.78,0.512,GANADOR
2026-03-08 22:03:00,2026-03-08 22:03:00,CORTO,-0.599,-1.2,0.499,PERDEDOR
2026-03-08 22:16:00,2026-03-08 22:28:00,CORTO,0.194,0.389,0.498,GANADOR
2026-03-08 22:31:00,2026-03-08 22:36:00,CORTO,-0.004,-0.007,0.499,PERDEDOR
2026-03-13 00:31:00,2026-03-13 00:41:00,LARGO,-0.271,-0.543,0.498,PERDEDOR
2026-03-13 08:35:00,2026-03-13 08:47:00,LARGO,-0.093,-0.185,0.501,PERDEDOR
2026-03-13 10:02:00,2026-03-13 13:35:00,LARGO,1.57,3.118,0.503,GANADOR
2026-03-16 03:37:00,2026-03-16 03:41:00,LARGO,-0.092,-0.184,0.499,PERDEDOR
2026-03-16 04:51:00,2026-03-16 04:55:00,LARGO,-0.011,-0.022,0.499,PERDEDOR
2026-03-16 05:10:00,2026-03-16 06:06:00,LARGO,-0.168,-0.336,0.5,PERDEDOR
2026-03-17 00:10:00,2026-03-17 00:23:00,LARGO,0.182,0.361,0.503,GANADOR
2026-03-17 00:31:00,2026-03-17 01:40:00,LARGO,0.864,1.725,0.501,GANADOR
2026-03-19 07:09:00,2026-03-19 07:26:00,CORTO,0.54,1.085,0.498,GANADOR
2026-03-19 07:31:00,2026-03-19 07:53:00,CORTO,-0.003,-0.005,0.499,PERDEDOR
2026-03-19 08:40:00,2026-03-19 09:21:00,CORTO,-0.087,-0.176,0.498,PERDEDOR
2026-03-21 23:57:00,2026-03-21 23:59:00,CORTO,-0.258,-0.515,0.501,PERDEDOR
2026-03-22 00:01:00,2026-03-22 00:05:00,CORTO,-0.131,-0.262,0.501,PERDEDOR
2026-03-22 11:28:00,2026-03-22 12:17:00,CORTO,0.027,0.054,0.499,GANADOR
2026-03-22 13:43:00,2026-03-22 14:24:00,CORTO,-0.573,-1.144,0.5,PERDEDOR
2026-03-25 11:27:00,2026-03-25 11:47:00,LARGO,-0.287,-0.574,0.501,PERDEDOR
2026-03-25 12:06:00,2026-03-25 12:17:00,LARGO,-0.562,-1.125,0.5,PERDEDOR
2026-03-25 13:31:00,2026-03-25 13:50:00,LARGO,-0.417,-0.835,0.499,PERDEDOR
2026-03-27 10:38:00,2026-03-27 11:13:00,CORTO,1.116,2.247,0.496,GANADOR
2026-03-27 12:46:00,2026-03-27 13:39:00,CORTO,1.257,2.543,0.494,GANADOR
2026-03-27 13:52:00,2026-03-27 14:05:00,CORTO,1.449,2.951,0.491,GANADOR
2026-03-29 22:46:00,2026-03-29 22:52:00,CORTO,0.237,0.473,0.502,GANADOR
2026-04-01 06:44:00,2026-04-01 07:20:00,LARGO,-0.396,-0.792,0.5,PERDEDOR
2026-04-06 00:01:00,2026-04-06 00:10:00,LARGO,-0.192,-0.385,0.5,PERDEDOR
2026-04-06 00:16:00,2026-04-06 01:03:00,LARGO,-0.455,-0.911,0.499,PERDEDOR
2026-04-06 02:33:00,2026-04-06 04:10:00,LARGO,-0.482,-0.966,0.499,PERDEDOR
2026-06-12 15:11:00,2026-06-12 15:30:00,LARGO,-0.364,-0.727,0.501,PERDEDOR
2026-06-13 21:42:00,2026-06-14 04:45:00,LARGO,-0.08,-0.159,0.501,PERDEDOR
2026-06-14 21:18:00,2026-06-14 21:18:00,LARGO,-0.6,-1.2,0.5,PERDEDOR
2026-06-14 21:32:00,2026-06-14 21:58:00,LARGO,0.783,1.555,0.504,GANADOR
2026-06-14 22:02:00,2026-06-14 22:05:00,LARGO,0.573,1.14,0.503,GANADOR
2026-06-15 03:48:00,2026-06-15 04:41:00,LARGO,-0.294,-0.587,0.501,PERDEDOR
2026-06-15 07:07:00,2026-06-15 07:49:00,LARGO,-0.252,-0.504,0.5,PERDEDOR
2026-06-15 10:55:00,2026-06-15 13:40:00,LARGO,1.156,2.308,0.501,GANADOR
2026-06-18 15:17:00,2026-06-18 16:05:00,CORTO,1.254,2.518,0.498,GANADOR
2026-06-18 16:21:00,2026-06-18 17:29:00,CORTO,1.35,2.738,0.493,GANADOR
2026-06-18 17:35:00,2026-06-18 18:19:00,CORTO,0.957,1.939,0.493,GANADOR
2026-06-23 08:24:00,2026-06-23 08:31:00,CORTO,-0.087,-0.175,0.498,PERDEDOR
2026-06-23 13:27:00,2026-06-23 13:32:00,CORTO,-0.123,-0.246,0.498,PERDEDOR
2026-06-23 18:46:00,2026-06-23 19:05:00,CORTO,-0.354,-0.707,0.5,PERDEDOR
2026-06-24 13:22:00,2026-06-24 13:33:00,CORTO,-0.179,-0.358,0.499,PERDEDOR
2026-06-24 13:46:00,2026-06-24 13:51:00,CORTO,0.463,0.935,0.495,GANADOR
2026-06-24 14:04:00,2026-06-24 14:23:00,CORTO,1.105,2.236,0.494,GANADOR
2026-06-25 13:53:00,2026-06-25 14:00:00,CORTO,1.073,2.175,0.493,GANADOR
2026-06-25 14:16:00,2026-06-25 14:19:00,CORTO,-0.072,-0.144,0.502,PERDEDOR
2026-06-25 15:03:00,2026-06-25 15:05:00,CORTO,-0.595,-1.19,0.5,PERDEDOR
2026-07-01 01:12:00,2026-07-01 01:14:00,CORTO,-0.011,-0.023,0.5,PERDEDOR
2026-07-01 01:16:00,2026-07-01 01:22:00,CORTO,-0.365,-0.727,0.502,PERDEDOR
2026-07-01 22:22:00,2026-07-01 22:25:00,LARGO,-0.142,-0.285,0.497,PERDEDOR
2026-07-02 09:53:00,2026-07-02 10:00:00,LARGO,-0.501,-1.006,0.498,PERDEDOR
2026-07-02 12:18:00,2026-07-02 12:33:00,LARGO,-0.231,-0.461,0.5,PERDEDOR
2026-07-02 12:49:00,2026-07-02 13:29:00,LARGO,0.441,0.878,0.502,GANADOR
2026-07-03 14:54:00,2026-07-03 15:16:00,LARGO,-0.275,-0.551,0.5,PERDEDOR
2026-07-03 17:08:00,2026-07-03 21:18:00,LARGO,0.62,1.24,0.5,GANADOR
2026-07-03 21:46:00,2026-07-04 01:02:00,LARGO,0.605,1.199,0.504,GANADOR
2026-07-04 15:10:00,2026-07-04 18:10:00,LARGO,0.291,0.584,0.499,GANADOR
2026-07-04 19:28:00,2026-07-04 23:02:00,LARGO,0.222,0.441,0.503,GANADOR
2026-07-04 23:16:00,2026-07-05 00:56:00,LARGO,-0.155,-0.31,0.501,PERDEDOR
2026-07-05 22:20:00,2026-07-05 22:33:00,LARGO,0.1,0.2,0.502,GANADOR
2026-07-05 22:46:00,2026-07-05 23:25:00,LARGO,0.171,0.341,0.502,GANADOR
2026-08-24 14:34:00,2026-08-24 14:50:00,LARGO,-0.162,-0.323,0.502,PERDEDOR
2026-08-24 15:31:00,2026-08-24 15:38:00,LARGO,0.066,0.132,0.499,GANADOR
2026-08-24 15:47:00,2026-08-24 15:55:00,LARGO,-0.598,-1.201,0.498,PERDEDOR
2026-08-25 02:18:00,2026-08-25 02:22:00,LARGO,0.716,1.413,0.506,GANADOR
2026-08-25 02:31:00,2026-08-25 02:44:00,LARGO,0.977,1.934,0.505,GANADOR
2026-08-25 03:50:00,2026-08-25 04:27:00,LARGO,0.217,0.431,0.503,GANADOR
2026-08-28 01:33:00,2026-08-28 01:38:00,LARGO,-0.598,-1.201,0.498,PERDEDOR
